"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","browser","scRes","window_resolution","focus","success","miniblock","nSteps","node","goalnode","choiceVar"
"1562","<p >Welcome to the experiment. Press any key to continue.</p>                <p style=""font-family:VideoGame;font-size:10%;"">.</p>","39","html-keyboard-response","0","1565","0.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","",""
"264","<p style=""width:50%; margin-left:auto;margin-right:auto"">Before the start of the experiment, we would like to provide you with some information regarding ourselves and your own privacy. Please read the statements and tick the box if you agree and wish to continue. It is always an option to terminate the experiment when one or more things cause you concern.</p>","39","html-keyboard-response","1","1831","0.0-1.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","",""
"253","<p style=""width:50%; margin-left:auto;margin-right:auto"">For the experiment it is important that we set your browser to fullscreen mode. The next page will contain a button you can press to enter fullscreen. If you leave fullscreen during the experiment at any time, this will be recorded and unfortunately we will not be able to complete your payment if this has occurred. Additionally, be aware that the experiment only works for 16:9 aspect ratio monitors. If you do not have a monitor with this aspect ratio, please quit the experiment, as we will ultimately not be able to complete your payment.</p><p>Press any key to continue.</p>","39","html-keyboard-response","2","2087","0.0-2.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","",""
"941","img/Basket.png","40","image-keyboard-response","430","417640","0.0-43.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","14","1","13",""
"897","img/Toiletpaper.png","40","image-keyboard-response","431","418552","0.0-43.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","15","2","13",""
"653","img/Basket.png","40","image-keyboard-response","432","419207","0.0-43.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","16","1","13",""
"1028","img/Cap.png","40","image-keyboard-response","433","420240","0.0-43.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","17","4","13",""
"1245","img/Toiletpaper.png","40","image-keyboard-response","434","421495","0.0-43.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","18","2","13",""
"707","img/Jar.png","40","image-keyboard-response","435","422206","0.0-43.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","19","0","13",""
"2104","img/Toiletpaper.png","40","image-keyboard-response","436","424312","0.0-43.0-0.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","20","2","13",""
"828","img/Basket.png","40","image-keyboard-response","437","425144","0.0-43.0-0.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","21","1","13",""
"1405","img/Cap.png","40","image-keyboard-response","438","426551","0.0-43.0-0.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","22","4","13",""
"908","img/Toiletpaper.png","40","image-keyboard-response","439","427463","0.0-43.0-0.23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","23","2","13",""
"1349","img/Boot.png","40","image-keyboard-response","440","428815","0.0-43.0-0.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","24","3","13",""
"613","img/Basket.png","40","image-keyboard-response","441","429439","0.0-43.0-0.25","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","25","1","13",""
"635","img/Toiletpaper.png","40","image-keyboard-response","442","430080","0.0-43.0-0.26","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","26","2","13",""
"652","img/Basket.png","40","image-keyboard-response","443","430735","0.0-43.0-0.27","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","27","1","13",""
"1258","img/Jar.png","40","image-keyboard-response","444","431999","0.0-43.0-0.28","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","28","0","13",""
"1730","img/Basket.png","40","image-keyboard-response","445","433735","0.0-43.0-0.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","29","1","13",""
"3614","img/Jar.png","40","image-keyboard-response","446","437351","0.0-43.0-0.30","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","30","0","13",""
"1611","img/Mug.png","39","image-keyboard-response","447","438967","0.0-43.0-0.31","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","31","14","13","1"
"1001","img/Ovenmitt.png","37","image-keyboard-response","448","439984","0.0-43.0-0.32","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","32","11","13","-1"
"921","img/Book.png","39","image-keyboard-response","449","440912","0.0-43.0-0.33","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","33","10","13","1"
"658","img/Balloon.png","39","image-keyboard-response","450","441575","0.0-43.0-0.34","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","34","12","13","1"
"925","img/Mug.png","39","image-keyboard-response","451","442503","0.0-43.0-0.35","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","35","14","13","1"
"null","img/Clipboard.png","null","image-keyboard-response","452","442530","0.0-43.0-0.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","19","36","13","13",""
"10380","img/Clipboard.png","38","image-keyboard-response","453","452912","0.0-44.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"544","img/Clipboard.png","40","image-keyboard-response","454","453471","0.0-45.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","0","13","0",""
"757","img/Book.png","40","image-keyboard-response","455","454232","0.0-45.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","1","10","0",""
"571","img/Ovenmitt.png","40","image-keyboard-response","456","454807","0.0-45.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","2","11","0",""
"629","img/Balloon.png","40","image-keyboard-response","457","455440","0.0-45.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","3","12","0",""
"916","img/Ovenmitt.png","40","image-keyboard-response","458","456359","0.0-45.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","4","11","0",""
"636","img/Mug.png","40","image-keyboard-response","459","456999","0.0-45.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","5","14","0",""
"null","img/Jar.png","null","image-keyboard-response","460","457018","0.0-45.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","20","6","0","0",""
"1115","img/Jar.png","38","image-keyboard-response","461","458136","0.0-46.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"1174","img/Jar.png","40","image-keyboard-response","462","459311","0.0-47.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","0","0","5",""
"691","img/Boot.png","40","image-keyboard-response","463","460007","0.0-47.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","1","3","5",""
"589","img/Basket.png","40","image-keyboard-response","464","460599","0.0-47.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","2","1","5",""
"579","img/Toiletpaper.png","40","image-keyboard-response","465","461183","0.0-47.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","3","2","5",""
"463","img/Boot.png","40","image-keyboard-response","466","461647","0.0-47.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","4","3","5",""
"483","img/Toiletpaper.png","40","image-keyboard-response","467","462135","0.0-47.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","5","2","5",""
"493","img/Boot.png","40","image-keyboard-response","468","462632","0.0-47.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","6","3","5",""
"883","img/Toiletpaper.png","40","image-keyboard-response","469","463518","0.0-47.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","7","2","5",""
"2429","img/Cap.png","40","image-keyboard-response","470","465960","0.0-47.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","8","4","5",""
"null","img/Toaster.png","null","image-keyboard-response","471","465979","0.0-47.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","21","9","5","5",""
"1066","img/Toaster.png","38","image-keyboard-response","472","467046","0.0-48.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"1031","img/Toaster.png","40","image-keyboard-response","473","468080","0.0-49.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","0","5","1",""
"899","img/Cap.png","40","image-keyboard-response","474","468984","0.0-49.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","1","4","1",""
"956","img/Toiletpaper.png","40","image-keyboard-response","475","469944","0.0-49.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","2","2","1",""
"1355","img/Boot.png","40","image-keyboard-response","476","471302","0.0-49.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","3","3","1",""
"1937","img/Jar.png","40","image-keyboard-response","477","473239","0.0-49.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","4","0","1",""
"1067","img/Boot.png","40","image-keyboard-response","478","474311","0.0-49.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","5","3","1",""
"null","img/Basket.png","null","image-keyboard-response","479","474335","0.0-49.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","22","6","1","1",""
"2520","img/Basket.png","38","image-keyboard-response","480","476855","0.0-50.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"432","img/Basket.png","40","image-keyboard-response","481","477295","0.0-51.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","0","1","10",""
"923","img/Jar.png","40","image-keyboard-response","482","478223","0.0-51.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","1","0","10",""
"882","img/Boot.png","40","image-keyboard-response","483","479112","0.0-51.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","2","3","10",""
"2917","img/Basket.png","40","image-keyboard-response","484","482032","0.0-51.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","3","1","10",""
"861","img/Jar.png","40","image-keyboard-response","485","482896","0.0-51.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","4","0","10",""
"1451","img/Mug.png","39","image-keyboard-response","486","484352","0.0-51.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","5","14","10","1"
"862","img/Clipboard.png","39","image-keyboard-response","487","485232","0.0-51.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","6","13","10","1"
"1131","img/Mug.png","39","image-keyboard-response","488","486367","0.0-51.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","7","14","10","1"
"668","img/Balloon.png","39","image-keyboard-response","489","487039","0.0-51.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","8","12","10","1"
"780","img/Clipboard.png","39","image-keyboard-response","490","487823","0.0-51.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","9","13","10","1"
"645","img/Ovenmitt.png","40","image-keyboard-response","491","488471","0.0-51.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","10","11","10",""
"789","img/Mug.png","40","image-keyboard-response","492","489263","0.0-51.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","11","14","10",""
"1053","img/Jar.png","40","image-keyboard-response","493","490319","0.0-51.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","12","0","10",""
"533","img/Boot.png","40","image-keyboard-response","494","490855","0.0-51.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","13","3","10",""
"547","img/Jar.png","37","image-keyboard-response","495","491407","0.0-51.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","14","0","10","-1"
"445","img/Boot.png","37","image-keyboard-response","496","491855","0.0-51.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","15","3","10","-1"
"716","img/Toiletpaper.png","37","image-keyboard-response","497","492575","0.0-51.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","16","2","10","-1"
"484","img/Jar.png","37","image-keyboard-response","498","493063","0.0-51.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","17","0","10","-1"
"1324","img/Toiletpaper.png","37","image-keyboard-response","499","494391","0.0-51.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","18","2","10","-1"
"2211","img/Boot.png","40","image-keyboard-response","500","496615","0.0-51.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","19","3","10",""
"1250","img/Cap.png","40","image-keyboard-response","501","497871","0.0-51.0-0.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","20","4","10",""
"1463","img/Toiletpaper.png","40","image-keyboard-response","502","499351","0.0-51.0-0.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","21","2","10",""
"700","img/Cap.png","40","image-keyboard-response","503","500056","0.0-51.0-0.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","22","4","10",""
"668","img/Toiletpaper.png","40","image-keyboard-response","504","500727","0.0-51.0-0.23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","23","2","10",""
"708","img/Cap.png","40","image-keyboard-response","505","501439","0.0-51.0-0.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","24","4","10",""
"677","img/Boot.png","40","image-keyboard-response","506","502120","0.0-51.0-0.25","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","25","3","10",""
"653","img/Jar.png","40","image-keyboard-response","507","502775","0.0-51.0-0.26","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","26","0","10",""
"692","img/Boot.png","40","image-keyboard-response","508","503471","0.0-51.0-0.27","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","27","3","10",""
"875","img/Jar.png","40","image-keyboard-response","509","504352","0.0-51.0-0.28","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","28","0","10",""
"596","img/Toiletpaper.png","40","image-keyboard-response","510","504952","0.0-51.0-0.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","29","2","10",""
"595","img/Boot.png","40","image-keyboard-response","511","505559","0.0-51.0-0.30","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","30","3","10",""
"524","img/Toiletpaper.png","40","image-keyboard-response","512","506088","0.0-51.0-0.31","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","31","2","10",""
"1428","img/Basket.png","40","image-keyboard-response","513","507520","0.0-51.0-0.32","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","32","1","10",""
"1285","img/Jar.png","40","image-keyboard-response","514","508808","0.0-51.0-0.33","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","33","0","10",""
"899","img/Mug.png","39","image-keyboard-response","515","509711","0.0-51.0-0.34","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","34","14","10","1"
"963","img/Clipboard.png","37","image-keyboard-response","516","510694","0.0-51.0-0.35","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","35","13","10","-1"
"null","img/Book.png","null","image-keyboard-response","517","510700","0.0-51.0-0.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","23","36","10","10",""
"4474","img/Book.png","38","image-keyboard-response","518","515175","0.0-52.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"2831","img/Book.png","39","image-keyboard-response","519","518015","0.0-53.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","0","10","0","1"
"828","img/Balloon.png","39","image-keyboard-response","520","518847","0.0-53.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","1","12","0","1"
"509","img/Mug.png","37","image-keyboard-response","521","519359","0.0-53.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","2","14","0","-1"
"452","img/Balloon.png","37","image-keyboard-response","522","519815","0.0-53.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","3","12","0","-1"
"1644","img/Clipboard.png","40","image-keyboard-response","523","521472","0.0-53.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","4","13","0",""
"1180","img/Ovenmitt.png","40","image-keyboard-response","524","522655","0.0-53.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","5","11","0",""
"1596","img/Book.png","40","image-keyboard-response","525","524255","0.0-53.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","6","10","0",""
"925","img/Clipboard.png","40","image-keyboard-response","526","525184","0.0-53.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","7","13","0",""
"1627","img/Mug.png","40","image-keyboard-response","527","526823","0.0-53.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","8","14","0",""
"1717","img/Ovenmitt.png","40","image-keyboard-response","528","528543","0.0-53.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","9","11","0",""
"684","img/Mug.png","40","image-keyboard-response","529","529232","0.0-53.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","10","14","0",""
"null","img/Jar.png","null","image-keyboard-response","530","529244","0.0-53.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","24","11","0","0",""
"4234","img/Jar.png","38","image-keyboard-response","531","533479","0.0-54.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"1409","img/Jar.png","40","image-keyboard-response","532","534896","0.0-55.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","25","0","0","13",""
"1991","img/Toiletpaper.png","40","image-keyboard-response","533","536903","0.0-55.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","25","1","2","13",""
"2218","img/Basket.png","40","image-keyboard-response","534","539136","0.0-55.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","25","2","1","13",""
"828","img/Toiletpaper.png","40","image-keyboard-response","535","539968","0.0-55.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","25","3","2","13",""
"699","img/Basket.png","40","image-keyboard-response","536","540672","0.0-55.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","25","4","1","13",""
"938","img/Cap.png","40","image-keyboard-response","537","541616","0.0-55.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","25","5","4","13",""
