"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","browser","scRes","window_resolution","focus","success","miniblock","nSteps","node","goalnode","choiceVar"
"1562","<p >Welcome to the experiment. Press any key to continue.</p>                <p style=""font-family:VideoGame;font-size:10%;"">.</p>","39","html-keyboard-response","0","1565","0.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","",""
"264","<p style=""width:50%; margin-left:auto;margin-right:auto"">Before the start of the experiment, we would like to provide you with some information regarding ourselves and your own privacy. Please read the statements and tick the box if you agree and wish to continue. It is always an option to terminate the experiment when one or more things cause you concern.</p>","39","html-keyboard-response","1","1831","0.0-1.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","",""
"253","<p style=""width:50%; margin-left:auto;margin-right:auto"">For the experiment it is important that we set your browser to fullscreen mode. The next page will contain a button you can press to enter fullscreen. If you leave fullscreen during the experiment at any time, this will be recorded and unfortunately we will not be able to complete your payment if this has occurred. Additionally, be aware that the experiment only works for 16:9 aspect ratio monitors. If you do not have a monitor with this aspect ratio, please quit the experiment, as we will ultimately not be able to complete your payment.</p><p>Press any key to continue.</p>","39","html-keyboard-response","2","2087","0.0-2.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","",""
"1308","img/Floppy.png","40","image-keyboard-response","750","929615","0.0-75.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","7","7","0",""
"1268","img/Soapdispenser.png","39","image-keyboard-response","751","930887","0.0-75.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","8","9","0","1"
"829","img/Book.png","37","image-keyboard-response","752","931719","0.0-75.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","9","10","0","-1"
"1060","img/Soapdispenser.png","39","image-keyboard-response","753","932784","0.0-75.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","10","9","0","1"
"2068","img/Lightbulb.png","39","image-keyboard-response","754","934855","0.0-75.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","11","8","0","1"
"834","img/Floppy.png","39","image-keyboard-response","755","935695","0.0-75.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","12","7","0","1"
"802","img/Soapdispenser.png","39","image-keyboard-response","756","936502","0.0-75.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","13","9","0","1"
"1184","img/Book.png","37","image-keyboard-response","757","937695","0.0-75.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","14","10","0","-1"
"731","img/Ovenmitt.png","37","image-keyboard-response","758","938431","0.0-75.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","15","11","0","-1"
"639","img/Clipboard.png","37","image-keyboard-response","759","939087","0.0-75.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","16","13","0","-1"
"1140","img/Balloon.png","37","image-keyboard-response","760","940231","0.0-75.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","17","12","0","-1"
"1099","img/Book.png","40","image-keyboard-response","761","941335","0.0-75.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","18","10","0",""
"922","img/Clipboard.png","40","image-keyboard-response","762","942263","0.0-75.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","19","13","0",""
"893","img/Book.png","40","image-keyboard-response","763","943159","0.0-75.0-0.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","20","10","0",""
"1236","img/Clipboard.png","40","image-keyboard-response","764","944399","0.0-75.0-0.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","21","13","0",""
"916","img/Balloon.png","40","image-keyboard-response","765","945319","0.0-75.0-0.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","22","12","0",""
"1181","img/Clipboard.png","40","image-keyboard-response","766","946503","0.0-75.0-0.23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","23","13","0",""
"1234","img/Balloon.png","40","image-keyboard-response","767","947743","0.0-75.0-0.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","24","12","0",""
"3229","img/Mug.png","40","image-keyboard-response","768","950984","0.0-75.0-0.25","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","25","14","0",""
"999","img/Ovenmitt.png","40","image-keyboard-response","769","951990","0.0-75.0-0.26","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","26","11","0",""
"1478","img/Balloon.png","40","image-keyboard-response","770","953471","0.0-75.0-0.27","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","27","12","0",""
"848","img/Book.png","40","image-keyboard-response","771","954327","0.0-75.0-0.28","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","28","10","0",""
"2595","img/Soapdispenser.png","39","image-keyboard-response","772","956934","0.0-75.0-0.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","29","9","0","1"
"868","img/Floppy.png","39","image-keyboard-response","773","957807","0.0-75.0-0.30","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","30","7","0","1"
"1173","img/Toaster.png","39","image-keyboard-response","774","958992","0.0-75.0-0.31","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","31","5","0","1"
"708","img/Cap.png","39","image-keyboard-response","775","959704","0.0-75.0-0.32","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","32","4","0","1"
"2055","img/Boot.png","39","image-keyboard-response","776","961799","0.0-75.0-0.33","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","33","3","0","1"
"null","img/Jar.png","null","image-keyboard-response","777","961819","0.0-75.0-0.34","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","35","34","0","0",""
"3387","img/Jar.png","38","image-keyboard-response","778","965208","0.0-76.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"1608","img/Jar.png","40","image-keyboard-response","779","966822","0.0-77.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","0","0","5",""
"1590","img/Mug.png","40","image-keyboard-response","780","968415","0.0-77.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","1","14","5",""
"2089","img/Jar.png","40","image-keyboard-response","781","970519","0.0-77.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","2","0","5",""
"1523","img/Boot.png","40","image-keyboard-response","782","972048","0.0-77.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","3","3","5",""
"1417","img/Jar.png","40","image-keyboard-response","783","973470","0.0-77.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","4","0","5",""
"1000","img/Boot.png","40","image-keyboard-response","784","974471","0.0-77.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","5","3","5",""
"3853","img/Toiletpaper.png","39","image-keyboard-response","785","978336","0.0-77.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","6","2","5","1"
"1157","img/Jar.png","37","image-keyboard-response","786","979503","0.0-77.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","7","0","5","-1"
"826","img/Basket.png","39","image-keyboard-response","787","980344","0.0-77.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","8","1","5","1"
"955","img/Toiletpaper.png","39","image-keyboard-response","788","981304","0.0-77.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","9","2","5","1"
"834","img/Boot.png","39","image-keyboard-response","789","982142","0.0-77.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","10","3","5","1"
"744","img/Toiletpaper.png","39","image-keyboard-response","790","982888","0.0-77.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","11","2","5","1"
"835","img/Cap.png","39","image-keyboard-response","791","983727","0.0-77.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","12","4","5","1"
"null","img/Toaster.png","null","image-keyboard-response","792","983747","0.0-77.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","36","13","5","5",""
"2642","img/Toaster.png","38","image-keyboard-response","793","986391","0.0-78.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"4182","img/Toaster.png","40","image-keyboard-response","794","990583","0.0-79.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","0","5","13",""
"650","img/Floppy.png","40","image-keyboard-response","795","991247","0.0-79.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","1","7","13",""
"691","img/Toaster.png","40","image-keyboard-response","796","991944","0.0-79.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","2","5","13",""
"740","img/Floppy.png","40","image-keyboard-response","797","992687","0.0-79.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","3","7","13",""
"2439","img/Soapdispenser.png","39","image-keyboard-response","798","995143","0.0-79.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","4","9","13","1"
"1308","img/Book.png","39","image-keyboard-response","799","996455","0.0-79.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","5","10","13","1"
"null","img/Clipboard.png","null","image-keyboard-response","800","996467","0.0-79.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","37","6","13","13",""
"1187","img/Clipboard.png","38","image-keyboard-response","801","997655","0.0-80.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"804","img/Clipboard.png","40","image-keyboard-response","802","998463","0.0-81.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","0","13","5",""
"1053","img/Mug.png","40","image-keyboard-response","803","999519","0.0-81.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","1","14","5",""
"1812","img/Ovenmitt.png","40","image-keyboard-response","804","1001335","0.0-81.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","2","11","5",""
"624","img/Book.png","40","image-keyboard-response","805","1001975","0.0-81.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","3","10","5",""
"597","img/Soapdispenser.png","39","image-keyboard-response","806","1002575","0.0-81.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","4","9","5","1"
"1083","img/Lightbulb.png","39","image-keyboard-response","807","1003663","0.0-81.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","5","8","5","1"
"1117","img/Soapdispenser.png","39","image-keyboard-response","808","1004791","0.0-81.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","6","9","5","1"
"2667","img/Fryingpan.png","37","image-keyboard-response","809","1007464","0.0-81.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","7","6","5","-1"
"1163","img/Floppy.png","37","image-keyboard-response","810","1008630","0.0-81.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","8","7","5","-1"
"1017","img/Lightbulb.png","37","image-keyboard-response","811","1009647","0.0-81.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","9","8","5","-1"
"1108","img/Floppy.png","40","image-keyboard-response","812","1010759","0.0-81.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","10","7","5",""
"null","img/Toaster.png","null","image-keyboard-response","813","1010775","0.0-81.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","38","11","5","5",""
"10503","img/Toaster.png","38","image-keyboard-response","814","1021279","0.0-82.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"1600","img/Toaster.png","40","image-keyboard-response","815","1022895","0.0-83.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","0","5","14",""
"971","img/Cap.png","40","image-keyboard-response","816","1023872","0.0-83.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","1","4","14",""
"668","img/Toaster.png","40","image-keyboard-response","817","1024543","0.0-83.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","2","5","14",""
"645","img/Fryingpan.png","40","image-keyboard-response","818","1025200","0.0-83.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","3","6","14",""
"2420","img/Soapdispenser.png","40","image-keyboard-response","819","1027623","0.0-83.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","4","9","14",""
"1260","img/Lightbulb.png","40","image-keyboard-response","820","1028888","0.0-83.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","5","8","14",""
"595","img/Toaster.png","40","image-keyboard-response","821","1029487","0.0-83.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","6","5","14",""
"1084","img/Lightbulb.png","40","image-keyboard-response","822","1030575","0.0-83.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","7","8","14",""
"868","img/Fryingpan.png","40","image-keyboard-response","823","1031448","0.0-83.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","8","6","14",""
"836","img/Lightbulb.png","40","image-keyboard-response","824","1032303","0.0-83.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","9","8","14",""
"748","img/Fryingpan.png","40","image-keyboard-response","825","1033055","0.0-83.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","10","6","14",""
"805","img/Toaster.png","40","image-keyboard-response","826","1033863","0.0-83.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","11","5","14",""
"692","img/Cap.png","40","image-keyboard-response","827","1034559","0.0-83.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","12","4","14",""
"1024","img/Toaster.png","40","image-keyboard-response","828","1035590","0.0-83.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","13","5","14",""
"582","img/Floppy.png","40","image-keyboard-response","829","1036175","0.0-83.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","14","7","14",""
"629","img/Fryingpan.png","40","image-keyboard-response","830","1036815","0.0-83.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","15","6","14",""
"1404","img/Lightbulb.png","40","image-keyboard-response","831","1038222","0.0-83.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","16","8","14",""
"592","img/Fryingpan.png","40","image-keyboard-response","832","1038815","0.0-83.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","17","6","14",""
"1148","img/Lightbulb.png","40","image-keyboard-response","833","1039967","0.0-83.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","18","8","14",""
"868","img/Toaster.png","40","image-keyboard-response","834","1040840","0.0-83.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","19","5","14",""
"1018","img/Cap.png","40","image-keyboard-response","835","1041863","0.0-83.0-0.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","20","4","14",""
"868","img/Boot.png","40","image-keyboard-response","836","1042744","0.0-83.0-0.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","21","3","14",""
"651","img/Toiletpaper.png","40","image-keyboard-response","837","1043399","0.0-83.0-0.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","22","2","14",""
"1021","img/Jar.png","40","image-keyboard-response","838","1044424","0.0-83.0-0.23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","23","0","14",""
"null","img/Mug.png","null","image-keyboard-response","839","1044435","0.0-83.0-0.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","39","24","14","14",""
"3196","img/Mug.png","38","image-keyboard-response","840","1047632","0.0-84.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","",""
"874","img/Mug.png","40","image-keyboard-response","841","1048511","0.0-85.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","0","14","5",""
"866","img/Ovenmitt.png","40","image-keyboard-response","842","1049384","0.0-85.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","1","11","5",""
"731","img/Balloon.png","40","image-keyboard-response","843","1050152","0.0-85.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","2","12","5",""
"3490","img/Book.png","40","image-keyboard-response","844","1053646","0.0-85.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","3","10","5",""
"1213","img/Ovenmitt.png","40","image-keyboard-response","845","1054871","0.0-85.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","4","11","5",""
"1146","img/Balloon.png","40","image-keyboard-response","846","1056023","0.0-85.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","5","12","5",""
"533","img/Book.png","40","image-keyboard-response","847","1056560","0.0-85.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","6","10","5",""
"636","img/Soapdispenser.png","39","image-keyboard-response","848","1057215","0.0-85.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","7","9","5","1"
"597","img/Fryingpan.png","39","image-keyboard-response","849","1057814","0.0-85.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","8","6","5","1"
"1028","img/Soapdispenser.png","39","image-keyboard-response","850","1058846","0.0-85.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","9","9","5","1"
"1296","img/Lightbulb.png","39","image-keyboard-response","851","1060143","0.0-85.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","10","8","5","1"
"612","img/Fryingpan.png","39","image-keyboard-response","852","1060760","0.0-85.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","11","6","5","1"
"779","img/Soapdispenser.png","40","image-keyboard-response","853","1061543","0.0-85.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","12","9","5",""
"819","img/Book.png","40","image-keyboard-response","854","1062368","0.0-85.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","13","10","5",""
"748","img/Soapdispenser.png","40","image-keyboard-response","855","1063119","0.0-85.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","40","14","9","5",""
