"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","browser","scRes","window_resolution","focus","success","miniblock","nSteps","node","goalnode","choiceVar","total_reward"
"355","<p >Welcome to the experiment. Press any key to continue.</p>                <p style=""font-family:VideoGame;font-size:10%;"">.</p>","39","html-keyboard-response","0","357","0.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","","",""
"355","<p style=""width:50%; margin-left:auto;margin-right:auto"">Before the start of the experiment, we would like to provide you with some information regarding ourselves and your own privacy. Please read the statements and tick the box if you agree and wish to continue. It is always an option to terminate the experiment when one or more things cause you concern.</p>","39","html-keyboard-response","1","714","0.0-1.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","","",""
"350","<p style=""width:50%; margin-left:auto;margin-right:auto"">For the experiment it is important that we set your browser to fullscreen mode. The next page will contain a button you can press to enter fullscreen. If you leave fullscreen during the experiment at any time, this will be recorded and unfortunately we will not be able to complete your payment if this has occurred. Additionally, be aware that the experiment only works for 16:9 aspect ratio monitors. If you do not have a monitor with this aspect ratio, please quit the experiment, as we will ultimately not be able to complete your payment.</p><p>Press any key to continue.</p>","39","html-keyboard-response","2","1065","0.0-2.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 955","true","","","","","","",""
"555","img/Basket.png","40","image-keyboard-response","344","333096","0.0-33.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","9","8","10","0","44"
"617","img/Floppy.png","40","image-keyboard-response","345","333714","0.0-33.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","10","6","10","0","44"
"651","img/Toiletpaper.png","40","image-keyboard-response","346","334369","0.0-33.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","11","5","10","0","44"
"701","img/Soapdispenser.png","40","image-keyboard-response","347","335082","0.0-33.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","12","7","10","0","44"
"550","img/Basket.png","40","image-keyboard-response","348","335641","0.0-33.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","13","8","10","0","44"
"587","img/Toiletpaper.png","40","image-keyboard-response","349","336234","0.0-33.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","14","5","10","0","44"
"620","img/Soapdispenser.png","40","image-keyboard-response","350","336857","0.0-33.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","15","7","10","0","44"
"595","img/Floppy.png","40","image-keyboard-response","351","337456","0.0-33.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","16","6","10","0","44"
"632","img/Soapdispenser.png","40","image-keyboard-response","352","338089","0.0-33.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","17","7","10","0","44"
"748","img/Basket.png","40","image-keyboard-response","353","338842","0.0-33.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","18","8","10","0","44"
"788","img/Balloon.png","40","image-keyboard-response","354","339634","0.0-33.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","19","9","10","0","44"
"668","img/Basket.png","40","image-keyboard-response","355","340306","0.0-33.0-0.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","20","8","10","0","44"
"1236","img/Soapdispenser.png","40","image-keyboard-response","356","341546","0.0-33.0-0.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","21","7","10","0","44"
"494","img/Floppy.png","40","image-keyboard-response","357","342042","0.0-33.0-0.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","22","6","10","0","44"
"628","img/Balloon.png","40","image-keyboard-response","358","342673","0.0-33.0-0.23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","23","9","10","0","44"
"629","img/Basket.png","40","image-keyboard-response","359","343305","0.0-33.0-0.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","24","8","10","0","44"
"1501","img/Toiletpaper.png","40","image-keyboard-response","360","344810","0.0-33.0-0.25","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","25","5","10","0","44"
"627","img/Lightbulb.png","39","image-keyboard-response","361","345449","0.0-33.0-0.26","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","26","4","10","1","43"
"796","img/Toiletpaper.png","37","image-keyboard-response","362","346258","0.0-33.0-0.27","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","27","5","10","-1","43"
"803","img/Soapdispenser.png","40","image-keyboard-response","363","347066","0.0-33.0-0.28","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","28","7","10","0","43"
"685","img/Toiletpaper.png","40","image-keyboard-response","364","347754","0.0-33.0-0.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","29","5","10","0","43"
"653","img/Floppy.png","40","image-keyboard-response","365","348410","0.0-33.0-0.30","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","30","6","10","0","43"
"1150","img/Balloon.png","39","image-keyboard-response","366","349562","0.0-33.0-0.31","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","31","9","10","1","42"
"1149","img/Basket.png","37","image-keyboard-response","367","350714","0.0-33.0-0.32","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","32","8","10","-1","42"
"780","img/Soapdispenser.png","40","image-keyboard-response","368","351497","0.0-33.0-0.33","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","33","7","10","0","42"
"1172","img/Floppy.png","40","image-keyboard-response","369","352674","0.0-33.0-0.34","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","34","6","10","0","42"
"522","img/Soapdispenser.png","40","image-keyboard-response","370","353202","0.0-33.0-0.35","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","35","7","10","0","42"
"932","img/Basket.png","40","image-keyboard-response","371","354138","0.0-33.0-0.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","36","8","10","0","42"
"676","img/Soapdispenser.png","40","image-keyboard-response","372","354818","0.0-33.0-0.37","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","37","7","10","0","42"
"773","img/Toiletpaper.png","40","image-keyboard-response","373","355602","0.0-33.0-0.38","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","38","5","10","0","42"
"497","img/Soapdispenser.png","40","image-keyboard-response","374","356114","0.0-33.0-0.39","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","39","7","10","0","42"
"708","img/Basket.png","40","image-keyboard-response","375","356826","0.0-33.0-0.40","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","40","8","10","0","42"
"500","img/Soapdispenser.png","40","image-keyboard-response","376","357329","0.0-33.0-0.41","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","41","7","10","0","42"
"613","img/Balloon.png","40","image-keyboard-response","377","357946","0.0-33.0-0.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","42","9","10","0","42"
"null","img/Jar.png","null","image-keyboard-response","378","357952","0.0-33.0-0.43","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","14","43","10","10","0","42"
"4633","img/Jar.png","38","image-keyboard-response","379","362586","0.0-34.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","","",""
"2036","img/Jar.png","40","image-keyboard-response","380","364626","0.0-35.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","0","10","5","0","42"
"740","img/Clipboard.png","40","image-keyboard-response","381","365370","0.0-35.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","1","12","5","0","42"
"473","img/Jar.png","40","image-keyboard-response","382","365849","0.0-35.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","2","10","5","0","42"
"534","img/Mug.png","40","image-keyboard-response","383","366402","0.0-35.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","3","13","5","0","42"
"667","img/Clipboard.png","40","image-keyboard-response","384","367082","0.0-35.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","4","12","5","0","42"
"532","img/Book.png","40","image-keyboard-response","385","367618","0.0-35.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","5","14","5","0","42"
"684","img/Clipboard.png","40","image-keyboard-response","386","368306","0.0-35.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","6","12","5","0","42"
"893","img/Mug.png","40","image-keyboard-response","387","369202","0.0-35.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","7","13","5","0","42"
"1484","img/Book.png","40","image-keyboard-response","388","370690","0.0-35.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","8","14","5","0","42"
"1381","img/Clipboard.png","40","image-keyboard-response","389","372074","0.0-35.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","9","12","5","0","42"
"652","img/Jar.png","40","image-keyboard-response","390","372729","0.0-35.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","10","10","5","0","42"
"617","img/Mug.png","40","image-keyboard-response","391","373353","0.0-35.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","11","13","5","0","42"
"471","img/Book.png","40","image-keyboard-response","392","373825","0.0-35.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","12","14","5","0","42"
"1107","img/Cap.png","39","image-keyboard-response","393","374962","0.0-35.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","13","0","5","1","41"
"620","img/Ovenmitt.png","39","image-keyboard-response","394","375610","0.0-35.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","14","1","5","1","39"
"572","img/Lightbulb.png","39","image-keyboard-response","395","376186","0.0-35.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","15","4","5","1","36"
"null","img/Toiletpaper.png","null","image-keyboard-response","396","376217","0.0-35.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","15","16","5","5","0","51"
"1656","img/Toiletpaper.png","38","image-keyboard-response","397","377873","0.0-36.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","","",""
"621","img/Toiletpaper.png","40","image-keyboard-response","398","378514","0.0-37.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","0","5","0","0","51"
"612","img/Floppy.png","40","image-keyboard-response","399","379129","0.0-37.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","1","6","0","0","51"
"533","img/Toiletpaper.png","40","image-keyboard-response","400","379666","0.0-37.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","2","5","0","0","51"
"485","img/Floppy.png","40","image-keyboard-response","401","380153","0.0-37.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","3","6","0","0","51"
"532","img/Toiletpaper.png","40","image-keyboard-response","402","380690","0.0-37.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","4","5","0","0","51"
"516","img/Basket.png","40","image-keyboard-response","403","381209","0.0-37.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","5","8","0","0","51"
"580","img/Balloon.png","40","image-keyboard-response","404","381794","0.0-37.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","6","9","0","0","51"
"547","img/Soapdispenser.png","40","image-keyboard-response","405","382346","0.0-37.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","7","7","0","0","51"
"1157","img/Basket.png","40","image-keyboard-response","406","383506","0.0-37.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","8","8","0","0","51"
"685","img/Floppy.png","39","image-keyboard-response","407","384194","0.0-37.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","9","6","0","1","50"
"757","img/Soapdispenser.png","39","image-keyboard-response","408","384954","0.0-37.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","10","7","0","1","48"
"980","img/Balloon.png","37","image-keyboard-response","409","385938","0.0-37.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","11","9","0","-1","47"
"541","img/Basket.png","37","image-keyboard-response","410","386482","0.0-37.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","12","8","0","-1","47"
"515","img/Balloon.png","40","image-keyboard-response","411","387010","0.0-37.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","13","9","0","0","47"
"722","img/Jar.png","40","image-keyboard-response","412","387738","0.0-37.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","14","10","0","0","47"
"621","img/Clipboard.png","40","image-keyboard-response","413","388362","0.0-37.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","15","12","0","0","47"
"555","img/Toaster.png","40","image-keyboard-response","414","388922","0.0-37.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","16","11","0","0","47"
"554","img/Mug.png","40","image-keyboard-response","415","389481","0.0-37.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","17","13","0","0","47"
"578","img/Book.png","40","image-keyboard-response","416","390065","0.0-37.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","18","14","0","0","47"
"null","img/Cap.png","null","image-keyboard-response","417","390088","0.0-37.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","16","19","0","0","0","47"
"3953","img/Cap.png","38","image-keyboard-response","418","394042","0.0-38.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","","",""
"1211","img/Cap.png","40","image-keyboard-response","419","395257","0.0-39.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","17","0","0","8","0","47"
"910","img/Ovenmitt.png","40","image-keyboard-response","420","396170","0.0-39.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","17","1","1","8","0","47"
"771","img/Fryingpan.png","40","image-keyboard-response","421","396969","0.0-39.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","17","2","2","8","0","47"
"697","img/Lightbulb.png","40","image-keyboard-response","422","397682","0.0-39.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","17","3","4","8","0","47"
"588","img/Toiletpaper.png","40","image-keyboard-response","423","398274","0.0-39.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","17","4","5","8","0","47"
"null","img/Basket.png","null","image-keyboard-response","424","398286","0.0-39.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","17","5","8","8","0","47"
"1642","img/Basket.png","38","image-keyboard-response","425","399931","0.0-40.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","","","","","",""
"318","img/Basket.png","40","image-keyboard-response","426","400258","0.0-41.0-0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","0","8","11","0","47"
"1028","img/Soapdispenser.png","40","image-keyboard-response","427","401298","0.0-41.0-0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","1","7","11","0","47"
"564","img/Basket.png","40","image-keyboard-response","428","401866","0.0-41.0-0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","2","8","11","0","47"
"1963","img/Toiletpaper.png","40","image-keyboard-response","429","403834","0.0-41.0-0.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","3","5","11","0","47"
"690","img/Basket.png","40","image-keyboard-response","430","404529","0.0-41.0-0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","4","8","11","0","47"
"590","img/Floppy.png","40","image-keyboard-response","431","405121","0.0-41.0-0.5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","5","6","11","0","47"
"695","img/Basket.png","40","image-keyboard-response","432","405817","0.0-41.0-0.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","6","8","11","0","47"
"635","img/Floppy.png","40","image-keyboard-response","433","406457","0.0-41.0-0.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","7","6","11","0","47"
"916","img/Soapdispenser.png","40","image-keyboard-response","434","407378","0.0-41.0-0.8","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","8","7","11","0","47"
"892","img/Basket.png","40","image-keyboard-response","435","408282","0.0-41.0-0.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","9","8","11","0","47"
"916","img/Balloon.png","40","image-keyboard-response","436","409202","0.0-41.0-0.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","10","9","11","0","47"
"963","img/Basket.png","40","image-keyboard-response","437","410170","0.0-41.0-0.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","11","8","11","0","47"
"1364","img/Floppy.png","40","image-keyboard-response","438","411537","0.0-41.0-0.12","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","12","6","11","0","47"
"795","img/Basket.png","40","image-keyboard-response","439","412337","0.0-41.0-0.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","13","8","11","0","47"
"1379","img/Toiletpaper.png","40","image-keyboard-response","440","413730","0.0-41.0-0.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","14","5","11","0","47"
"820","img/Soapdispenser.png","40","image-keyboard-response","441","414554","0.0-41.0-0.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","15","7","11","0","47"
"869","img/Balloon.png","40","image-keyboard-response","442","415425","0.0-41.0-0.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","16","9","11","0","47"
"940","img/Soapdispenser.png","40","image-keyboard-response","443","416370","0.0-41.0-0.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","17","7","11","0","47"
"812","img/Toiletpaper.png","40","image-keyboard-response","444","417186","0.0-41.0-0.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","18","5","11","0","47"
"581","img/Soapdispenser.png","40","image-keyboard-response","445","417770","0.0-41.0-0.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","19","7","11","0","47"
"1073","img/Toiletpaper.png","40","image-keyboard-response","446","418857","0.0-41.0-0.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","20","5","11","0","47"
"827","img/Lightbulb.png","39","image-keyboard-response","447","419690","0.0-41.0-0.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","21","4","11","1","46"
"613","img/Ovenmitt.png","39","image-keyboard-response","448","420305","0.0-41.0-0.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","W1920,H1040","1920 x 1080","true","","18","22","1","11","1","44"
